Frecuencia de transito nocturna,Zona,Estrato,Que tan agradable es transitar?,Las caracteristicas de la zona:,Cantidad de personas le generan:,Zona segura si hay presencia de:,Los andenes le permiten:,Medio de transporte que utiliza,Que sensacion experimenta en TP?,Hora militar,Edad,Actividad Principal,Escolaridad
3,Puente Aranda,3,3,3,3,3,1,3,4,22:00:00,25,2,6
3,Usme,3,4,5,1,4,2,3,12,88,31,2,5
3,Soacha,3,3,5,4,4,2,1,2,19:00:00,23,1,7
3,Fontibón,3,4,5,6,3,1,3,9,18:00:00,25,2,6
3,Kennedy,3,4,3,5,3,1,4,1,20:30:00,20,2,6
3,Ciudad Bolívar,99,4,3,5,1,1,4,2,20:00:00,22,2,6
3,Engativá,2,3,3,4,3,1,1,12,19:00:00,26,3,6
3,Puente Aranda,2,2,2,1,3,1,1,2,22:00:00,17,2,5
3,Engativá,3,3,6,3,1,1,1,3,88,20,3,6
3,Suba,3,3,3,3,4,2,1,3,88,21,3,6
1,Usme,2,3,4,4,3,2,4,11,88,18,3,6
2,Ciudad Bolívar,1,3,3,3,1,3,3,1,21:00:00,26,2,5
2,Ciudad Bolívar,1,3,5,3,3,3,3,1,20:00:00,19,1,5
3,Puente Aranda,3,3,5,7,1,1,5,4,88,23,2,6
3,Ciudad Bolívar,2,4,5,1,1,1,3,3,88,31,3,5
2,Kennedy,3,2,2,3,1,1,3,1,21:00:00,27,1,8
3,Ciudad Bolívar,1,3,3,5,1,3,3,4,88,22,4,6
2,Ciudad Bolívar,1,2,2,4,1,2,4,1,18:00:00,29,3,6
3,Puente Aranda,3,3,5,2,2,3,3,3,88,29,1,5
3,Fontibón,3,3,3,4,3,1,1,2,88,18,3,6
2,Ciudad Bolívar,1,3,3,4,4,3,3,1,88,33,1,8
3,Usme,2,3,3,7,1,3,4,12,21:00:00,25,3,8
2,Kennedy,99,3,3,5,3,1,1,2,88,17,2,6
3,Los Mártires,3,3,2,1,3,3,1,3,88,53,1,2
2,Engativá,3,4,5,4,3,1,1,12,88,46,1,8
1,Usme,2,2,3,5,2,3,1,2,17:00:00,26,2,8
3,Bosa,2,2,5,7,3,1,1,1,21:00:00,55,1,5
1,Fontibón,2,2,4,7,3,3,1,11,88,22,2,6
1,Puente Aranda,2,2,5,4,1,3,1,3,21:00:00,23,2,6
3,Bosa,3,3,5,7,3,1,1,11,18:00:00,25,1,5
3,Soacha,2,3,5,4,3,1,1,2,21:00:00,28,1,6
2,Tunjuelito,3,3,3,1,3,1,4,1,88,41,3,6
2,Suba,3,3,5,5,3,1,1,4,88,40,1,5
3,Fontibón,2,4,3,5,3,3,1,11,18:00:00,45,1,5
2,Bosa,2,3,5,6,3,3,1,11,21:00:00,35,1,5
3,Tunjuelito,3,3,5,6,3,3,1,12,88,46,1,5
3,Bosa,2,3,3,2,3,2,9,1,88,35,1,5
1,Bosa,4,4,3,3,3,2,1,11,88,70,5,4
3,Soacha,1,4,1,7,3,3,1,1,88,43,1,4
3,Suba,3,4,3,4,1,1,1,7,19:00:00,41,1,8
3,Bosa,2,3,5,3,4,1,1,2,88,25,1,6
3,Puente Aranda,2,2,5,6,3,1,1,2,20:00:00,26,1,6
1,Usme,2,4,5,6,3,1,1,6,18:00:00,31,1,5
3,Bosa,2,3,5,4,3,2,1,11,22:00:00,30,1,6
3,Bosa,2,3,2,2,3,2,1,2,22:30:00,21,3,6
3,Suba,2,3,3,1,3,2,1,2,20:00:00,18,3,5
1,Suba,3,3,3,1,3,1,1,11,22:00:00,17,2,5
3,Bosa,3,4,2,2,1,1,1,2,21:00:00,37,1,4
1,Kennedy,3,3,5,5,3,1,3,4,20:30:00,47,1,8
1,Kennedy,3,4,1,1,3,2,1,1,23:00:00,35,1,9
3,Antonio Nariño,4,3,5,5,3,2,1,5,22:00:00,40,1,8
3,Kennedy,3,3,5,6,4,1,1,6,21:00:00,27,1,6
1,Kennedy,2,4,3,5,1,1,1,3,21:00:00,65,1,3
1,Rafael Uribe Uribe,3,2,4,2,3,1,1,2,20:00:00,21,1,5
1,Rafael Uribe Uribe,2,4,3,4,1,1,1,9,21:00:00,26,1,5
3,Engativá,3,3,3,4,3,1,1,3,19:00:00,35,1,6
3,Ciudad Bolívar,2,2,3,4,2,1,3,1,21:00:00,45,1,5
3,Rafael Uribe Uribe,2,2,1,3,2,2,1,8,22:00:00,35,1,5
1,Engativá,3,3,5,6,4,1,1,11,23:00:00,42,1,9
3,Soacha,2,2,6,7,3,1,1,2,22:00:00,22,1,6
3,Los Mártires,2,3,3,7,1,1,1,3,23:00:00,49,1,3
3,Chapinero,2,2,2,5,3,1,3,3,23:00:00,22,2,5
3,Engativá,2,4,3,6,3,2,1,2,22:00:00,26,3,6
3,Bosa,2,2,4,3,3,1,1,3,23:00:00,20,1,6
1,Suba,3,3,3,4,3,1,1,5,23:00:00,21,1,6
3,Suba,3,3,6,6,3,1,1,3,22:00:00,30,1,6
3,Bosa,2,2,2,2,3,1,1,2,20:00:00,30,1,5
3,Soacha,2,3,3,5,3,2,1,2,18:00:00,23,2,6
3,Soacha,3,2,5,4,3,2,1,5,01:00:00,19,2,6
3,Rafael Uribe Uribe,3,3,3,5,3,2,1,3,18:00:00,28,2,6
3,Rafael Uribe Uribe,3,2,5,2,3,2,3,2,22:00:00,19,2,6
3,Ciudad Bolívar,1,3,3,2,3,2,4,1,20:00:00,28,3,6
3,Ciudad Bolívar,2,3,3,1,3,2,3,4,88,23,2,6
1,Bosa,2,2,5,6,3,2,1,5,18:00:00,38,1,2
3,Tunjuelito,2,3,5,4,4,1,1,11,19:00:00,26,3,8
3,Suba,2,3,3,2,3,1,1,2,21:00:00,19,2,6
1,Suba,2,2,5,4,2,1,1,2,88,50,1,8
1,Tunjuelito,2,3,5,7,3,1,1,2,88,19,1,6
1,San Cristóbal,2,3,3,4,1,2,1,3,22:00:00,33,1,8
3,Los Mártires,3,3,3,6,3,2,4,4,19:00:00,29,1,5
1,Puente Aranda,1,3,2,4,3,2,1,1,21:00:00,16,3,4
3,Teusaquillo,2,3,5,5,3,1,1,2,21:00:00,28,3,6
3,Antonio Nariño,3,3,3,6,3,1,4,2,21:00:00,27,1,8
3,Soacha,2,3,3,6,4,1,1,2,88,23,1,6
1,Kennedy,2,3,5,6,3,1,4,5,21:00:00,35,5,5
1,99,99,3,5,5,3,1,1,4,88,47,5,3
1,Engativá,3,3,5,6,3,2,1,2,20:00:00,48,5,6
1,Suba,3,4,3,6,3,2,10,1,18:00:00,25,1,8
1,Usme,1,4,3,6,3,2,5,1,17:00:00,31,1,6
1,Suba,2,4,2,6,3,2,6,2,21:00:00,24,1,6
1,Ciudad Bolívar,2,4,5,2,3,1,10,2,19:00:00,18,1,6
1,Fontibón,4,2,5,1,3,2,4,3,19:00:00,33,4,5
1,Engativá,2,3,5,4,3,1,1,2,19:00:00,20,3,7
1,Ciudad Bolívar,1,3,2,1,3,2,3,2,88,33,1,5
1,Ciudad Bolívar,1,3,5,6,3,1,10,1,88,38,1,3
1,Tunjuelito,3,3,3,4,3,1,1,2,20:00:00,36,1,5
1,Kennedy,2,4,2,4,3,2,5,1,21:00:00,25,4,6
2,Bosa,3,3,5,6,3,1,1,2,21:00:00,36,1,6
2,Los Mártires,3,3,3,7,1,2,1,2,18:00:00,26,1,5
3,Kennedy,2,4,2,5,3,1,1,11,88,42,1,4
1,Suba,3,3,3,4,3,2,1,2,22:00:00,35,1,5
3,Engativá,3,3,3,6,3,2,1,6,20:00:00,22,4,5
2,Usaquén,3,2,2,2,3,1,1,2,88,19,3,7
2,Bosa,3,4,5,6,3,2,6,13,88,23,1,6
3,Bosa,2,2,3,6,3,2,1,2,88,38,1,5
1,Soacha,3,4,3,6,3,2,1,2,19:00:00,51,1,6
3,Puente Aranda,3,3,5,7,1,1,6,1,21:30:00,33,1,5
3,San Cristóbal,2,4,5,6,1,2,5,3,19:00:00,38,1,5
3,Puente Aranda,2,4,3,4,4,2,1,3,88,39,1,4
1,Usme,3,4,3,6,3,1,10,2,88,28,1,9
3,Fontibón,3,4,3,5,4,2,3,12,17:00:00,50,1,5
2,Ciudad Bolívar,1,4,5,6,3,2,1,2,88,35,1,5
1,Bosa,3,4,1,7,4,2,1,1,22:00:00,29,1,8
1,Bosa,3,4,5,7,3,1,1,4,88,23,3,6
1,Bosa,2,2,2,7,3,2,1,2,88,22,1,5
3,Soacha,3,3,5,7,1,2,1,12,88,21,3,6
3,Soacha,3,4,6,7,4,2,1,3,23:00:00,20,1,6
3,Soacha,2,2,6,3,4,2,1,2,88,25,3,7
1,Kennedy,2,3,1,4,4,2,1,2,88,25,1,8
3,Usme,1,4,3,4,1,1,1,2,88,21,3,7
3,Suba,3,4,3,4,4,1,1,3,18:00:00,18,3,6
3,Puente Aranda,3,4,3,4,3,2,1,3,88,33,1,9
3,Soacha,3,2,2,1,4,2,1,2,88,20,1,5
3,Santa Fe,3,4,1,1,3,2,4,4,20:00:00,45,3,6
3,Bosa,2,3,5,7,4,2,1,2,88,26,3,6
3,Usme,1,3,5,7,3,2,1,2,88,21,3,4
1,Puente Aranda,3,3,5,7,1,2,7,1,88,23,2,7
3,Ciudad Bolívar,1,2,3,2,4,1,1,2,18:00:00,21,2,6
3,Engativá,2,4,3,7,3,1,1,9,88,24,1,5
3,Suba,2,3,5,1,1,2,1,2,88,18,2,6
3,Engativá,2,2,5,1,1,2,3,2,88,27,1,6
3,Chapinero,1,4,3,7,4,2,1,11,88,24,3,5
1,Engativá,3,3,5,6,3,1,5,1,88,59,1,8
1,Kennedy,3,2,1,1,1,1,3,1,23:00:00,45,1,6
1,Kennedy,3,2,2,1,1,1,1,2,88,46,1,4
1,Kennedy,3,3,1,7,1,1,12,1,21:00:00,24,2,5
2,Kennedy,2,3,3,4,3,1,4,3,88,31,2,8
2,Kennedy,4,2,1,1,4,1,1,2,18:00:00,22,1,6
2,Rafael Uribe Uribe,3,2,2,3,1,1,1,3,20:00:00,20,2,5
2,Kennedy,3,2,2,2,1,1,1,3,22:00:00,32,1,4
3,Kennedy,3,2,1,1,1,2,3,1,88,45,1,8
3,Kennedy,3,2,1,2,1,2,1,1,22:00:00,32,1,5
2,Kennedy,3,2,2,6,1,1,1,8,18:00:00,27,1,8
3,Kennedy,3,2,3,2,1,1,12,5,88,24,1,8
3,Kennedy,3,2,1,1,4,2,1,2,1900-01-01 00:00:00,38,1,5
1,Bosa,2,3,3,4,1,1,3,3,88,28,1,6
1,Bosa,2,3,1,1,1,1,1,1,21:00:00,21,1,5
2,Kennedy,2,3,3,4,4,1,3,2,21:00:00,25,1,5
1,Kennedy,2,4,1,7,1,1,1,13,88,26,1,5
2,Kennedy,3,2,5,7,1,1,10,1,21:00:00,18,2,5
2,Kennedy,3,2,6,7,2,2,1,2,22:00:00,15,1,5
3,Kennedy,3,3,3,5,2,2,3,4,88,38,1,8
1,Kennedy,3,3,2,4,3,1,3,3,88,46,1,8
2,Kennedy,3,4,3,5,3,1,3,4,88,42,1,3
1,Kennedy,2,3,3,4,3,2,3,3,88,42,1,5
1,Kennedy,2,3,3,4,3,2,3,11,19:00:00,15,2,4
2,Kennedy,3,2,4,1,1,2,3,4,19:30:00,40,1,5
3,Kennedy,2,3,5,4,3,2,3,3,20:00:00,16,2,4
1,Kennedy,2,2,2,1,3,1,3,2,20:00:00,50,1,5
1,Kennedy,3,3,1,1,1,2,3,2,20:00:00,29,1,7
3,Kennedy,3,4,5,6,3,1,1,5,88,40,1,6
1,Kennedy,3,2,1,1,3,2,3,3,20:30:00,16,2,4
3,San Cristóbal,2,2,2,1,3,2,3,3,21:00:00,20,2,4
3,Kennedy,2,2,2,1,3,2,3,2,21:30:00,18,2,4
3,Bosa,3,1,1,2,1,2,3,3,22:00:00,26,1,5
3,Kennedy,3,2,1,1,3,2,5,4,21:30:00,37,1,5
1,Kennedy,2,2,1,1,3,2,3,1,21:00:00,23,1,5
1,Kennedy,2,3,5,6,3,2,3,2,21:00:00,18,2,6
2,Kennedy,2,3,3,6,1,2,1,2,21:00:00,54,1,6
3,Teusaquillo,4,3,5,3,3,2,1,2,20:00:00,25,1,8
2,Kennedy,3,3,3,4,3,1,1,3,19:00:00,21,3,6
2,Kennedy,2,3,4,99,3,3,1,2,88,37,1,6
1,Fontibón,4,4,5,4,3,3,3,2,22:00:00,45,1,8
3,Kennedy,2,3,5,4,1,3,3,1,17:00:00,42,1,3
2,Bosa,3,3,3,7,1,2,1,2,20:00:00,23,3,7
2,Kennedy,3,2,3,2,1,3,1,2,88,53,1,5
2,Ciudad Bolívar,2,3,1,4,3,3,1,2,88,17,7,5
2,Engativá,2,3,3,4,3,2,1,2,20:30:00,17,3,7
1,Kennedy,3,3,1,2,1,2,1,2,22:00:00,15,2,4
1,Kennedy,3,3,1,2,1,2,1,2,22:00:00,15,2,4
1,Kennedy,3,3,1,4,3,3,4,3,18:00:00,29,3,8
2,Usme,2,2,1,1,1,3,3,2,88,42,1,6
3,Kennedy,3,3,5,1,3,2,4,11,18:00:00,41,1,6
2,Kennedy,3,3,1,1,4,2,6,1,88,45,1,2
2,Kennedy,3,3,1,1,1,2,6,1,88,15,2,4
3,Kennedy,3,3,5,6,3,2,1,2,20:30:00,42,1,6
3,Kennedy,3,2,1,5,3,2,12,1,22:00:00,24,3,7
3,Bosa,3,2,3,7,1,2,1,2,99,24,1,6
3,Fontibón,2,2,3,4,3,2,9,1,22:00:00,21,3,4
1,Kennedy,3,2,1,1,1,2,1,1,88,25,1,4
2,Kennedy,3,2,1,5,1,2,3,4,20:00:00,26,3,7
3,Kennedy,3,3,3,6,1,2,3,5,17:30:00,38,1,8
3,Kennedy,2,2,1,3,1,2,3,2,18:00:00,30,1,2
3,Kennedy,2,1,3,6,1,1,7,1,88,24,3,6
3,Kennedy,2,4,3,7,3,1,11,4,18:00:00,17,2,4
3,Kennedy,3,3,3,5,3,1,11,3,88,15,2,4
3,Kennedy,2,3,3,4,3,1,11,2,19:00:00,16,2,4
3,Kennedy,2,2,1,1,2,2,1,1,22:00:00,32,1,8
3,Kennedy,3,3,3,4,1,2,12,3,22:00:00,55,1,5
3,Kennedy,3,2,2,5,1,1,4,1,88,50,1,6
3,Fontibón,3,3,3,5,3,2,3,8,19:00:00,21,1,8
1,Bosa,2,2,1,5,1,2,4,2,21:00:00,21,1,6
3,Kennedy,3,2,4,1,1,2,3,3,21:00:00,20,2,6
2,Kennedy,3,3,1,1,1,2,3,1,21:00:00,24,4,5
1,Kennedy,3,1,1,2,1,2,12,1,20:00:00,15,2,4
1,Kennedy,3,2,2,1,2,2,7,1,21:00:00,16,2,4
3,Kennedy,2,2,2,6,2,2,1,1,88,38,3,6
1,Kennedy,3,2,2,2,1,2,9,1,22:00:00,40,3,6
3,Kennedy,3,3,5,7,3,2,3,2,21:00:00,53,1,6
3,Fontibón,2,3,5,5,3,2,1,2,20:00:00,33,3,7
1,Soacha,3,2,3,4,3,1,1,2,21:00:00,26,3,8
1,Kennedy,3,2,1,1,4,2,3,11,21:00:00,28,99,8
2,Kennedy,2,3,3,4,3,2,1,2,17:00:00,33,1,4
3,Kennedy,2,3,3,5,3,2,3,2,18:00:00,21,1,5
1,Kennedy,2,3,3,4,3,2,3,2,18:00:00,28,1,6
1,Engativá,2,3,3,4,3,1,3,2,19:00:00,24,3,6
2,Kennedy,3,3,5,1,3,2,3,1,18:00:00,42,1,6
1,Kennedy,3,2,2,4,3,2,5,1,18:00:00,23,1,5
3,Kennedy,2,3,3,4,1,1,3,1,17:30:00,16,2,4
2,Kennedy,2,4,5,6,2,2,3,2,20:00:00,15,2,4
1,Kennedy,2,3,5,5,3,2,3,4,18:00:00,19,2,4
1,Kennedy,2,4,5,6,2,2,3,2,16:00:00,25,1,4
3,Kennedy,2,2,3,5,3,2,3,3,21:00:00,18,3,4
3,Kennedy,3,2,2,2,3,2,1,2,21:00:00,22,2,6
3,Kennedy,3,2,4,4,3,2,5,11,20:00:00,33,1,6
3,Kennedy,2,1,4,4,3,2,12,2,15:00:00,22,1,5
1,Kennedy,3,2,2,1,3,2,3,2,20:00:00,43,1,6
3,Kennedy,2,2,2,3,3,2,3,1,21:00:00,42,1,4
3,Kennedy,3,2,3,4,3,2,5,2,22:00:00,71,1,4
2,Kennedy,3,3,5,4,3,2,1,2,22:00:00,19,3,5
3,Kennedy,2,2,1,4,3,1,3,2,22:00:00,20,3,5
2,Kennedy,3,3,5,5,3,2,1,2,22:30:00,45,1,5
3,Kennedy,3,1,1,1,1,2,1,3,20:00:00,19,2,5
1,Kennedy,2,2,2,2,3,2,1,2,21:00:00,45,6,4
3,Kennedy,2,2,1,1,3,2,3,2,21:30:00,19,3,6
2,Kennedy,2,2,5,3,3,1,3,2,22:00:00,39,3,6
2,Bosa,2,4,5,4,2,2,3,3,20:00:00,34,1,5
2,Kennedy,3,4,5,3,3,2,3,5,19:00:00,28,1,6
3,Kennedy,2,4,3,3,2,2,1,3,20:00:00,56,1,4
3,Bosa,2,4,6,6,3,2,3,2,19:00:00,99,3,6
2,Kennedy,2,3,3,4,3,2,3,5,19:30:00,51,1,3
3,Kennedy,2,3,5,5,2,1,3,5,19:00:00,37,1,5
2,Bosa,2,3,5,5,3,2,3,4,18:00:00,99,1,5
2,Fontibón,2,3,5,6,3,1,3,6,18:30:00,43,1,3
3,Bosa,2,4,5,5,3,2,3,3,18:00:00,29,1,5
2,Bosa,2,4,3,4,3,1,3,11,19:00:00,51,1,4
3,Suba,3,2,1,1,3,2,1,2,21:00:00,21,2,7
2,Fontibón,3,3,3,5,4,2,1,12,88,46,1,8
3,La Candelaria,3,3,4,5,4,1,6,4,22:00:00,24,2,7
2,Fontibón,4,2,2,1,3,2,1,2,21:00:00,18,2,7
2,Ciudad Bolívar,2,3,3,1,3,2,1,2,22:00:00,20,2,7
3,Fontibón,4,2,3,1,3,1,1,2,88,22,2,7
3,Los Mártires,3,2,1,1,3,1,4,1,21:00:00,19,2,2
1,La Candelaria,3,3,1,4,3,2,1,2,21:00:00,18,2,7
3,Fontibón,3,2,2,1,3,1,3,1,22:00:00,19,99,99
1,Teusaquillo,4,3,1,4,4,2,1,2,20:00:00,21,2,7
3,Kennedy,3,3,1,1,3,1,1,2,20:00:00,18,2,7
3,Antonio Nariño,3,3,5,1,3,1,1,11,19:00:00,20,2,7
2,Antonio Nariño,3,4,5,2,3,2,1,2,21:00:00,33,2,7
3,Soacha,2,2,5,2,3,1,4,12,88,21,2,7
3,Santa Fe,2,2,4,6,4,1,12,12,88,19,2,7
2,Suba,3,3,3,5,3,2,1,12,88,32,1,4
1,Barrios Unidos,4,4,3,7,4,2,6,4,17:00:00,59,1,9
3,Teusaquillo,4,2,6,4,3,1,3,1,19:00:00,16,3,7
3,Fontibón,2,4,3,8,4,2,1,3,88,21,3,7
2,Barrios Unidos,4,4,5,7,2,2,5,1,88,20,2,7
2,La Candelaria,4,2,1,3,2,1,10,1,22:00:00,53,1,9
1,Usaquén,3,3,1,2,4,2,1,5,22:00:00,20,2,7
2,Engativá,3,4,5,7,2,2,1,2,19:00:00,21,2,7
3,Engativá,3,3,1,8,4,2,3,12,18:00:00,23,2,7
3,Kennedy,3,3,1,5,4,2,4,12,19:00:00,22,2,7
3,Los Mártires,2,3,5,5,2,2,4,2,88,28,3,7
3,Usaquén,3,2,1,1,4,2,4,2,21:00:00,21,2,7
3,Engativá,3,2,2,7,4,2,3,1,88,22,2,7
1,Teusaquillo,3,3,1,5,3,2,3,4,88,39,3,7
3,Puente Aranda,3,3,1,6,4,2,1,2,88,20,2,7
3,Los Mártires,3,3,3,1,3,2,7,1,18:00:00,19,2,5
3,Kennedy,3,2,2,1,3,2,1,7,21:00:00,17,2,5
2,Bosa,2,3,5,1,3,2,1,2,23:00:00,19,2,5
3,Tunjuelito,4,2,3,1,4,2,1,11,23:00:00,21,3,8
1,Engativá,3,3,3,5,4,2,4,4,18:00:00,23,2,5
3,Bosa,2,3,3,4,3,2,1,4,20:30:00,21,2,6
3,Tunjuelito,2,3,3,5,2,2,1,4,18:00:00,19,2,5
3,Kennedy,3,4,3,2,3,1,3,3,18:00:00,21,3,6
3,Usaquén,3,3,2,2,3,2,1,2,88,21,3,6
1,Usaquén,4,3,4,1,3,2,1,2,20:00:00,23,1,8
3,Suba,3,3,5,4,3,1,1,3,05:00:00,20,2,5
3,Kennedy,2,3,3,1,3,2,1,2,18:00:00,19,2,5
3,Kennedy,4,3,3,1,3,2,1,2,18:00:00,20,3,5
3,Kennedy,3,3,5,7,2,2,1,2,88,20,2,5
1,Tunjuelito,3,2,6,2,2,2,4,11,19:00:00,20,2,5
1,Teusaquillo,4,4,5,5,4,1,7,1,88,20,2,5
3,Los Mártires,3,3,3,4,4,2,3,2,20:00:00,21,2,5
3,Suba,3,4,2,1,3,2,1,2,88,17,2,5
3,Kennedy,3,4,2,1,3,2,1,2,88,19,2,5
1,Los Mártires,3,2,3,2,1,2,3,2,18:30:00,24,1,8
1,Suba,3,3,5,1,2,1,1,7,1900-01-01 00:00:00,22,1,5
3,Engativá,3,3,2,5,3,2,1,2,1900-01-01 00:00:00,23,3,6
3,Suba,3,2,2,1,3,2,10,1,22:00:00,24,3,6
1,Rafael Uribe Uribe,2,2,3,2,1,2,1,3,19:00:00,33,3,8
3,Puente Aranda,3,1,4,1,2,2,10,2,19:00:00,20,2,5
3,Engativá,3,1,4,1,2,2,1,2,19:00:00,19,2,5
2,Rafael Uribe Uribe,3,2,4,1,3,2,1,6,21:00:00,20,2,5
3,Suba,5,2,3,2,3,1,1,2,88,22,2,5
3,Suba,3,2,1,2,2,1,1,12,1900-01-01 00:00:00,20,2,5
3,Los Mártires,3,4,5,1,3,1,10,1,20:00:00,22,2,5
3,Suba,3,4,3,2,3,1,1,3,19:00:00,21,2,5
3,Los Mártires,3,4,5,2,3,1,4,3,21:30:00,23,2,5
3,Bosa,3,3,3,1,3,2,3,9,23:00:00,23,3,6
3,Barrios Unidos,3,2,1,7,2,2,3,2,21:00:00,19,2,5
2,Soacha,3,2,3,3,2,2,8,3,88,23,2,8
2,Usme,2,2,2,2,2,2,2,4,88,21,2,9
2,Bosa,3,2,4,2,2,2,1,6,88,32,3,9
2,Bosa,3,2,2,2,2,1,2,2,88,29,3,7
3,Usaquén,4,2,3,2,2,2,2,2,88,28,3,9
2,Usaquén,4,2,2,2,3,2,3,2,88,34,2,9
2,Usaquén,3,2,2,2,2,2,2,7,88,29,3,9
3,Suba,4,2,2,2,3,2,1,2,22:00:00,18,2,5
3,Fontibón,4,3,2,2,3,2,1,12,88,24,2,7
2,Rafael Uribe Uribe,3,2,4,2,3,1,6,4,21:00:00,57,1,2
2,Rafael Uribe Uribe,3,2,3,2,3,2,6,3,20:00:00,17,2,7
1,Usaquén,4,2,2,2,3,2,1,99,21:00:00,19,3,5
2,Kennedy,3,2,3,3,2,2,2,8,88,29,7,9
3,Kennedy,3,2,2,2,1,2,1,2,88,28,2,9
2,Bosa,3,3,3,2,2,2,2,5,88,20,1,9
3,La Candelaria,3,2,2,7,1,2,5,12,88,57,1,8
1,Fontibón,3,1,1,2,3,2,4,2,18:00:00,20,2,5
2,Suba,5,3,2,2,1,1,1,2,88,20,2,5
3,Fontibón,3,3,4,2,4,2,1,2,88,19,2,7
3,La Candelaria,3,2,2,7,2,2,1,3,14:00:00,30,1,8
1,Engativá,3,2,4,2,3,2,4,11,88,19,2,5
2,Usme,3,2,2,2,3,2,5,1,88,39,7,9
3,Puente Aranda,3,3,4,2,2,2,3,3,20:00:00,20,2,7
2,Bosa,3,4,2,1,2,1,2,2,88,29,7,9
3,Kennedy,3,3,2,2,2,2,3,4,88,29,7,9
2,Bosa,2,3,3,5,2,2,9,5,88,29,7,9
3,Teusaquillo,3,2,4,3,2,1,1,2,21:00:00,20,2,5
1,Bosa,3,1,2,2,3,2,4,12,88,29,2,8
2,Bosa,3,3,4,3,3,2,5,2,88,29,7,9
3,Usme,2,4,4,5,3,2,3,3,88,25,7,9
3,Kennedy,3,3,1,1,3,2,3,12,88,24,2,7
3,Puente Aranda,3,3,6,7,4,2,3,2,22:00:00,20,2,7
1,Suba,4,3,5,7,1,2,1,2,18:00:00,20,2,8
2,Los Mártires,2,3,5,3,2,1,1,2,22:00:00,29,1,9
2,Rafael Uribe Uribe,3,2,3,2,2,1,1,2,17:30:00,19,3,6
3,La Candelaria,3,3,5,1,3,2,12,11,21:00:00,23,2,9
3,Soacha,2,2,4,4,2,2,1,2,21:00:00,52,1,5
3,Puente Aranda,3,3,6,1,3,1,1,2,20:00:00,20,2,6
1,Suba,3,3,5,3,3,2,1,12,23:00:00,17,2,5
1,Bosa,2,2,1,1,2,2,1,1,20:00:00,32,3,9
1,Santa Fe,2,3,1,4,1,2,1,3,88,39,1,4
2,Rafael Uribe Uribe,3,2,6,3,4,1,9,12,21:00:00,20,3,6
2,Rafael Uribe Uribe,2,2,4,5,1,2,1,2,20:00:00,22,2,8
2,Fontibón,3,2,1,1,3,1,1,2,22:00:00,37,3,8
1,Soacha,3,2,6,2,2,2,1,12,21:00:00,22,2,6
3,Teusaquillo,3,2,1,1,3,2,3,1,21:00:00,20,2,7
2,Kennedy,2,2,2,5,3,2,1,3,21:00:00,19,2,6
2,Kennedy,3,2,99,1,1,2,1,11,88,22,2,8
3,Santa Fe,3,2,2,2,2,2,9,5,22:00:00,25,1,9
3,Santa Fe,3,2,2,2,2,1,1,2,20:00:00,21,2,5
2,Chapinero,3,3,3,6,4,2,1,11,18:00:00,20,2,5
2,Los Mártires,3,2,5,4,3,2,6,4,22:00:00,19,2,5
3,Kennedy,3,3,1,3,3,1,3,1,23:00:00,22,3,5
3,Santa Fe,3,2,1,1,3,2,12,99,88,21,2,5
1,Teusaquillo,4,2,2,2,3,2,3,1,20:00:00,23,1,6
1,Kennedy,4,3,2,1,4,2,1,2,22:00:00,20,3,5
3,Ciudad Bolívar,3,4,3,2,2,2,1,4,21:00:00,20,2,5
3,Fontibón,2,3,5,5,3,2,4,3,20:00:00,21,2,7
1,Puente Aranda,3,3,1,1,3,2,3,2,18:00:00,17,2,5
3,Soacha,2,2,2,2,3,2,1,2,20:30:00,21,2,5
3,Suba,2,2,3,5,3,2,1,2,12:00:00,23,3,5
1,Santa Fe,2,2,3,2,2,2,4,1,22:00:00,59,1,8
1,Suba,4,2,2,1,3,2,1,2,22:00:00,22,2,5
2,Los Mártires,3,2,1,1,3,2,4,2,22:00:00,51,1,4
2,Rafael Uribe Uribe,4,2,1,2,3,1,7,1,88,25,3,9
3,Teusaquillo,4,3,5,5,3,2,1,2,06:00:00,20,2,5
2,Fontibón,4,3,5,4,3,2,4,1,05:00:00,28,2,7
2,Soacha,3,2,5,5,3,1,1,2,07:00:00,18,2,5
2,Bosa,2,2,3,3,3,2,1,4,21:00:00,19,3,5
2,Fontibón,4,3,3,4,3,2,1,2,05:00:00,21,2,5
3,Engativá,3,3,3,4,4,2,1,2,06:00:00,24,3,6
3,Suba,4,2,2,3,3,2,1,3,21:00:00,20,3,5
2,Suba,3,3,4,4,4,1,3,2,22:00:00,23,2,5
3,Kennedy,3,2,2,3,3,2,3,2,22:00:00,22,2,5
1,Chapinero,4,2,2,2,2,1,3,3,22:00:00,22,2,6
1,Engativá,3,2,2,2,1,2,1,3,18:00:00,22,1,8
1,Fontibón,3,2,99,1,1,2,1,1,21:00:00,21,1,8
2,Fontibón,2,2,6,4,3,1,4,5,19:00:00,26,1,5
2,Suba,3,3,4,7,4,2,3,3,21:00:00,24,1,8
2,Suba,3,3,3,7,3,1,4,4,21:00:00,26,1,6
1,Kennedy,2,3,2,1,1,2,1,5,88,27,1,8
3,Fontibón,4,2,2,3,1,1,1,4,88,28,1,8
3,Tunjuelito,3,2,3,2,1,1,3,2,88,22,1,8
